0,0
-730.4189781021897,-437.50510948905105
-732.1931472864798,-438.42428586096617
-1906.6931472864799,265.07571413903383
-1791.055158598998,-438.42428586096617
-1791.055158598998,-704.8334206313676
-2069.8810524353066,-704.8334206313676
-3244.3810524353066,-704.8334206313676
-4418.881052435307,-704.8334206313676
-5593.381052435307,-704.8334206313676
-6767.881052435307,-704.8334206313676
-7942.381052435307,-704.8334206313676
-9116.881052435307,-455.93380716938395
-10291.381052435307,247.56619283061605
-10291.381052435307,232.66336758939315
-10291.381052435307,-470.83663241060685
-10038.448931349303,-1174.3366324106069
-10038.448931349303,-1877.8366324106069
-10264.112535756205,-2581.336632410607
-10264.112535756205,-3283.1566124354467
-10264.112535756205,-3986.6566124354467
-10264.112535756205,-4300.920846012088
-10264.112535756205,-5004.420846012088
-10264.112535756205,-5707.920846012088
-10264.112535756205,-6411.420846012088
-10264.112535756205,-7114.920846012088
-10370.653424477285,-7818.420846012088
-11545.153424477285,-8521.920846012088
-12719.653424477285,-8521.920846012088
-13894.153424477285,-8521.920846012088
-15068.653424477285,-8521.920846012088
-16243.153424477285,-8521.920846012088
-17417.653424477285,-8521.920846012088
-18592.153424477285,-8521.920846012088
-19766.653424477285,-8521.920846012088
-20941.153424477285,-8521.920846012088
-22115.653424477285,-8521.920846012088
-23290.153424477285,-8521.920846012088
-24464.653424477285,-8521.920846012088
-25639.153424477285,-8521.920846012088
-26813.653424477285,-8230.297066776218
-27988.153424477285,-7526.797066776218
-27988.153424477285,-7526.797066776218
-27988.153424477285,-7526.797066776218
-27988.153424477285,-7526.797066776218
-27988.153424477285,-6907.965356832034
-27988.153424477285,-6204.465356832034
-27988.153424477285,-5500.965356832034
-27988.153424477285,-4797.465356832034
-27988.153424477285,-4093.965356832033
-28255.795193942162,-3390.465356832033
-29430.295193942162,-2686.965356832033
-30604.795193942162,-2359.0216332039595
-31779.295193942162,-1655.5216332039595
-32507.999573504207,-2091.9997353937406
